1,1,25,226802,7,40, Private, 11th, Never-married, Black, Male, <=50K
1477,1477,51,239284,9,40, Private, HS-grad, Widowed, White, Female, <=50K
1478,1478,42,188738,13,40, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, >50K
1479,1479,31,209101,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1480,1480,67,197816,9,24, Local-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
1482,1482,59,211678,14,15, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male, <=50K
1483,1483,66,304957,9,25, Private, HS-grad, Widowed, White, Female, <=50K
1484,1484,28,278552,11,60, Private, Assoc-voc, Never-married, White, Male, >50K
1485,1485,33,79303,10,50, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
1486,1486,44,64632,13,55, Local-gov, Bachelors, Never-married, White, Male, <=50K
1487,1487,39,560313,14,45, Private, Masters, Married-civ-spouse, Black, Male, >50K
1488,1488,39,174597,13,42, Local-gov, Bachelors, Married-civ-spouse, White, Male, <=50K
1489,1489,46,139946,9,38, Private, HS-grad, Divorced, White, Female, >50K
1490,1490,19,277695,1,36, Private, Preschool, Never-married, White, Male, <=50K
1491,1491,44,138471,10,50, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
1492,1492,24,320615,9,40, Private, HS-grad, Never-married, White, Male, <=50K
1493,1493,48,164954,9,42, Private, HS-grad, Never-married, Black, Female, <=50K
1494,1494,27,263728,9,50, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1495,1495,44,103980,10,35, Private, Some-college, Divorced, White, Male, <=50K
1496,1496,30,159442,9,35, Private, HS-grad, Never-married, White, Female, <=50K
1497,1497,32,113838,13,40, Federal-gov, Bachelors, Married-civ-spouse, White, Male, >50K
1498,1498,49,28171,14,78, Private, Masters, Married-civ-spouse, White, Male, >50K
1499,1499,37,227253,1,30, Self-emp-not-inc, Preschool, Married-civ-spouse, White, Male, <=50K
1500,1500,24,211129,13,60, Private, Bachelors, Never-married, White, Female, >50K
1501,1501,19,120003,10,20, Private, Some-college, Never-married, White, Female, <=50K
1502,1502,20,245182,10,10, Private, Some-college, Never-married, White, Female, <=50K
1503,1503,25,188767,12,45, Private, Assoc-acdm, Never-married, White, Male, <=50K
1504,1504,29,227890,10,40, Private, Some-college, Divorced, Black, Male, <=50K
1505,1505,43,131650,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
1506,1506,35,258725,12,40, Local-gov, Assoc-acdm, Married-civ-spouse, White, Male, <=50K
1507,1507,47,127678,10,48, Local-gov, Some-college, Married-civ-spouse, White, Male, >50K
1508,1508,53,110747,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1509,1509,27,409246,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1510,1510,32,128829,9,40, Private, HS-grad, Never-married, White, Female, <=50K
1511,1511,36,170031,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1512,1512,55,150917,4,80, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male, <=50K
1513,1513,41,197372,6,70, Private, 10th, Married-civ-spouse, White, Male, <=50K
1514,1514,49,43479,16,63, Self-emp-not-inc, Doctorate, Divorced, White, Male, >50K
1515,1515,36,166549,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1516,1516,62,119684,13,28, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
1517,1517,44,651702,9,72, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1518,1518,69,199829,13,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
1519,1519,22,86745,10,40, Private, Some-college, Never-married, Asian-Pac-Islander, Female, <=50K
1520,1520,36,644278,9,25, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1521,1521,58,31137,9,60, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1522,1522,32,104525,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1524,1524,27,111361,10,35, Private, Some-college, Divorced, White, Female, <=50K
1526,1526,35,228881,9,40, Private, HS-grad, Never-married, Other, Male, <=50K
1527,1527,58,152731,13,40, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1528,1528,18,178310,10,20, Private, Some-college, Never-married, White, Female, <=50K
1529,1529,48,116360,11,10, Self-emp-not-inc, Assoc-voc, Divorced, Black, Female, <=50K
1530,1530,22,535852,6,40, Private, 10th, Never-married, White, Male, <=50K
1531,1531,39,30828,9,40, Private, HS-grad, Divorced, White, Male, <=50K
1532,1532,47,39518,13,60, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
1533,1533,23,445758,3,40, Private, 5th-6th, Never-married, White, Male, <=50K
1534,1534,40,222504,11,36, Private, Assoc-voc, Never-married, White, Female, <=50K
1535,1535,35,357619,11,40, Private, Assoc-voc, Married-civ-spouse, White, Female, <=50K
1537,1537,41,228847,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
1538,1538,27,118598,9,35, Private, HS-grad, Never-married, Black, Female, <=50K
1539,1539,58,49893,14,50, Private, Masters, Married-civ-spouse, White, Male, >50K
1540,1540,38,452353,10,40, Private, Some-college, Divorced, White, Female, <=50K
1541,1541,40,285000,13,40, State-gov, Bachelors, Divorced, Black, Female, <=50K
1542,1542,29,263300,9,55, Private, HS-grad, Separated, Black, Female, <=50K
1543,1543,28,132675,11,40, State-gov, Assoc-voc, Never-married, Black, Female, <=50K
1544,1544,35,175232,10,40, Private, Some-college, Never-married, White, Male, <=50K
1545,1545,18,257421,8,40, Private, 12th, Never-married, Black, Female, <=50K
1546,1546,29,196227,13,40, Private, Bachelors, Never-married, White, Female, <=50K
1547,1547,25,34965,10,40, Private, Some-college, Never-married, White, Male, <=50K
1548,1548,65,475775,9,22, Private, HS-grad, Widowed, White, Female, <=50K
1549,1549,19,196857,7,15, Private, 11th, Never-married, White, Female, <=50K
1550,1550,37,159917,5,25, Private, 9th, Separated, White, Female, <=50K
1551,1551,22,212803,9,40, Private, HS-grad, Never-married, White, Female, <=50K
1552,1552,70,118902,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
1553,1553,21,166827,10,32, Local-gov, Some-college, Never-married, White, Female, <=50K
1554,1554,21,180060,10,40, Private, Some-college, Never-married, White, Male, <=50K
1555,1555,23,47218,10,40, Private, Some-college, Never-married, White, Female, <=50K
1556,1556,46,73541,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1557,1557,33,150688,16,50, State-gov, Doctorate, Married-civ-spouse, Asian-Pac-Islander, Male, >50K
1558,1558,36,207824,13,40, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1559,1559,42,198282,13,60, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, >50K
1560,1560,52,206359,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
1562,1562,60,129193,10,40, Local-gov, Some-college, Widowed, White, Male, <=50K
1563,1563,57,167457,4,40, Local-gov, 7th-8th, Divorced, White, Female, <=50K
1564,1564,35,455469,13,40, Private, Bachelors, Married-civ-spouse, Black, Male, >50K
1565,1565,24,206891,9,40, Private, HS-grad, Never-married, White, Female, <=50K
1566,1566,37,269323,13,55, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1567,1567,45,187715,9,40, Local-gov, HS-grad, Married-civ-spouse, White, Male, >50K
1568,1568,48,71376,14,40, Federal-gov, Masters, Never-married, White, Male, <=50K
1569,1569,22,268707,7,42, Private, 11th, Married-civ-spouse, White, Male, <=50K
1570,1570,45,215620,9,40, Private, HS-grad, Divorced, White, Male, <=50K
1571,1571,32,158438,9,40, Private, HS-grad, Divorced, White, Male, <=50K
1572,1572,35,209629,13,40, Private, Bachelors, Never-married, White, Male, <=50K
1573,1573,22,121076,13,40, Private, Bachelors, Never-married, White, Female, <=50K
1574,1574,34,97933,5,38, Private, 9th, Separated, White, Female, <=50K
1575,1575,25,177423,9,45, Private, HS-grad, Never-married, Asian-Pac-Islander, Male, <=50K
1576,1576,39,185520,10,40, Private, Some-college, Never-married, White, Female, <=50K
1577,1577,44,38321,9,40, Federal-gov, HS-grad, Married-civ-spouse, White, Male, >50K
1578,1578,33,213307,2,40, Private, 1st-4th, Divorced, White, Female, <=50K
1579,1579,48,328581,7,40, Private, 11th, Married-civ-spouse, Black, Male, <=50K
1580,1580,58,177368,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1581,1581,36,148903,10,60, Private, Some-college, Never-married, White, Female, <=50K
1582,1582,53,385520,9,55, Self-emp-not-inc, HS-grad, Widowed, White, Female, <=50K
1583,1583,25,193716,10,50, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
1584,1584,21,238899,13,30, Private, Bachelors, Never-married, Black, Female, <=50K
1585,1585,36,209993,3,40, Private, 5th-6th, Married-civ-spouse, White, Female, <=50K
1586,1586,51,136060,9,40, State-gov, HS-grad, Widowed, White, Female, <=50K
1587,1587,26,192944,13,40, Local-gov, Bachelors, Never-married, White, Female, <=50K
1588,1588,41,29927,11,40, Private, Assoc-voc, Divorced, White, Female, <=50K
1589,1589,23,200593,13,40, Local-gov, Bachelors, Never-married, White, Male, <=50K
1590,1590,20,311376,10,25, Private, Some-college, Never-married, White, Female, <=50K
1591,1591,58,206814,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1592,1592,21,278391,9,25, Private, HS-grad, Never-married, White, Male, <=50K
1593,1593,32,364657,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1595,1595,62,175080,9,40, Private, HS-grad, Married-civ-spouse, White, Female, <=50K
1597,1597,43,161240,11,60, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
1598,1598,20,162282,10,60, Private, Some-college, Never-married, White, Male, <=50K
1599,1599,23,199419,10,20, Private, Some-college, Never-married, White, Female, <=50K
1600,1600,26,171114,13,40, Private, Bachelors, Never-married, White, Female, <=50K
1601,1601,33,208855,15,60, Private, Prof-school, Married-civ-spouse, White, Male, >50K
1602,1602,30,381030,10,40, Private, Some-college, Never-married, Black, Male, <=50K
1603,1603,63,219337,4,45, Private, 7th-8th, Married-civ-spouse, White, Male, <=50K
1604,1604,45,180010,9,40, Private, HS-grad, Divorced, White, Female, <=50K
1605,1605,39,189382,10,40, Private, Some-college, Never-married, White, Female, <=50K
1606,1606,26,121712,9,30, Private, HS-grad, Never-married, White, Male, <=50K
1609,1609,39,352188,13,40, Private, Bachelors, Never-married, White, Male, <=50K
1610,1610,34,398874,13,42, Private, Bachelors, Never-married, White, Male, <=50K
1611,1611,33,191930,9,50, Private, HS-grad, Never-married, Black, Male, <=50K
1612,1612,26,269168,10,40, Private, Some-college, Married-civ-spouse, Asian-Pac-Islander, Male, <=50K
1614,1614,40,173651,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
1615,1615,49,149337,9,40, Private, HS-grad, Separated, White, Male, <=50K
1616,1616,64,146674,9,40, Private, HS-grad, Married-civ-spouse, Black, Male, >50K
1617,1617,65,173483,13,35, Private, Bachelors, Divorced, White, Female, <=50K
1618,1618,19,223669,7,20, Private, 11th, Never-married, White, Male, <=50K
1619,1619,47,182177,10,23, Private, Some-college, Divorced, White, Female, <=50K
1620,1620,24,109414,10,20, Private, Some-college, Never-married, Asian-Pac-Islander, Male, <=50K
1621,1621,55,150917,10,45, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, >50K
1622,1622,61,39128,9,35, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
1623,1623,47,103540,13,50, Local-gov, Bachelors, Married-civ-spouse, White, Male, >50K
1624,1624,64,110212,9,40, Private, HS-grad, Married-civ-spouse, Black, Male, <=50K
1625,1625,37,222450,9,40, Private, HS-grad, Never-married, White, Male, <=50K
1628,1628,25,306908,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1629,1629,41,263871,10,55, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
1630,1630,40,55294,13,40, State-gov, Bachelors, Married-civ-spouse, White, Male, >50K
1631,1631,21,174063,11,20, Private, Assoc-voc, Never-married, White, Female, <=50K
1632,1632,54,258735,10,40, State-gov, Some-college, Married-civ-spouse, White, Male, >50K
1633,1633,47,275867,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1634,1634,21,154235,10,35, Private, Some-college, Never-married, White, Female, <=50K
1635,1635,32,210448,10,40, Local-gov, Some-college, Married-civ-spouse, White, Male, <=50K
1636,1636,32,337908,10,30, Private, Some-college, Divorced, Black, Female, <=50K
1637,1637,26,205333,13,10, State-gov, Bachelors, Never-married, White, Female, <=50K
1638,1638,23,187447,10,40, Private, Some-college, Separated, White, Male, <=50K
1639,1639,27,153589,5,40, Private, 9th, Separated, White, Male, <=50K
1640,1640,29,149988,10,40, Local-gov, Some-college, Divorced, White, Female, <=50K
1641,1641,43,398959,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1643,1643,39,44041,12,60, Private, Assoc-acdm, Married-spouse-absent, White, Male, <=50K
1644,1644,22,208946,12,30, Private, Assoc-acdm, Never-married, White, Male, <=50K
1645,1645,47,202117,9,37, Private, HS-grad, Divorced, White, Female, <=50K
1646,1646,34,303129,9,40, Local-gov, HS-grad, Divorced, Amer-Indian-Eskimo, Male, <=50K
1647,1647,35,215419,10,45, Private, Some-college, Divorced, White, Female, <=50K
1648,1648,20,175069,10,30, Private, Some-college, Never-married, White, Male, <=50K
1649,1649,36,20469,9,40, Federal-gov, HS-grad, Divorced, Amer-Indian-Eskimo, Female, <=50K
1650,1650,52,254680,9,99, Private, HS-grad, Married-civ-spouse, Black, Male, <=50K
1651,1651,38,46385,9,40, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
1652,1652,33,178463,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1653,1653,18,229296,9,35, Private, HS-grad, Never-married, White, Male, <=50K
1654,1654,38,179352,12,40, Private, Assoc-acdm, Married-spouse-absent, White, Female, <=50K
1655,1655,56,177368,10,50, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, >50K
1656,1656,30,156015,10,45, Private, Some-college, Married-civ-spouse, White, Male, >50K
1657,1657,35,308945,10,50, State-gov, Some-college, Married-civ-spouse, White, Male, >50K
1658,1658,60,119575,9,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
1659,1659,20,332689,3,40, Private, 5th-6th, Married-civ-spouse, White, Male, <=50K
1660,1660,18,150817,8,45, Private, 12th, Never-married, White, Female, <=50K
1661,1661,19,50941,10,15, Private, Some-college, Never-married, White, Female, <=50K
1662,1662,53,59664,9,40, Federal-gov, HS-grad, Married-civ-spouse, Black, Male, <=50K
1663,1663,18,56613,10,20, Private, Some-college, Never-married, White, Female, <=50K
1664,1664,44,162372,5,45, Private, 9th, Married-civ-spouse, White, Male, <=50K
1665,1665,57,77927,3,37, Private, 5th-6th, Divorced, Asian-Pac-Islander, Female, <=50K
1667,1667,40,170214,13,70, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
1668,1668,33,76493,13,50, Private, Bachelors, Never-married, White, Male, >50K
1669,1669,19,130431,3,36, Private, 5th-6th, Never-married, White, Male, <=50K
1670,1670,40,23037,10,84, State-gov, Some-college, Never-married, Amer-Indian-Eskimo, Male, <=50K
1671,1671,20,176321,10,40, Self-emp-not-inc, Some-college, Never-married, White, Female, <=50K
1672,1672,47,105449,13,65, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1673,1673,41,157217,9,40, Private, HS-grad, Separated, White, Male, <=50K
1674,1674,47,382532,10,40, Federal-gov, Some-college, Married-civ-spouse, White, Male, >50K
1675,1675,23,250918,10,30, Private, Some-college, Never-married, Black, Male, <=50K
1676,1676,49,139268,10,70, State-gov, Some-college, Married-civ-spouse, White, Male, >50K
1677,1677,37,200352,13,50, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, >50K
1678,1678,67,267915,9,40, Private, HS-grad, Divorced, Black, Male, <=50K
1679,1679,24,376474,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1680,1680,39,153047,9,50, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1681,1681,29,154236,9,58, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1683,1683,26,427744,9,40, Private, HS-grad, Never-married, White, Male, <=50K
1684,1684,33,100580,10,10, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Female, <=50K
1685,1685,23,238179,9,45, Private, HS-grad, Never-married, White, Male, <=50K
1686,1686,37,272471,10,40, State-gov, Some-college, Widowed, White, Female, <=50K
1687,1687,30,259058,14,40, Private, Masters, Divorced, White, Male, <=50K
1688,1688,41,112656,9,40, Private, HS-grad, Divorced, White, Female, <=50K
1689,1689,23,197286,13,40, Private, Bachelors, Never-married, White, Female, <=50K
1690,1690,47,26145,12,40, Federal-gov, Assoc-acdm, Married-civ-spouse, White, Male, <=50K
1691,1691,24,314440,9,40, Private, HS-grad, Never-married, White, Female, <=50K
1692,1692,39,57691,9,70, Private, HS-grad, Separated, White, Male, <=50K
1693,1693,33,301251,9,60, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1694,1694,25,243410,9,40, Private, HS-grad, Never-married, Black, Female, <=50K
1695,1695,40,119008,9,40, Private, HS-grad, Separated, Black, Female, <=50K
1696,1696,67,169435,5,40, Private, 9th, Married-civ-spouse, White, Male, <=50K
